item_code,food_name_english,food_name_hindi,food_type,food_category,slots,calories,carbs,fat,protein,fiber,food_season,Score,Special_slot,food_community,food_avoid_in_disorders,food_recommend_in_disorders,remarks,Detox_rank,Special_diet,code,remarks,courtesy,recipe,steps,video,gluten_free,source,portion,portion_unit,country,Diabetes_score,Diabetes_special,blood_pressure_Score,blood_pressure_special,Cholestrol_score,Cholestrol_special,PCOS_score,PCOS_special,net_carbs,WeightlossPlus_score,WeightlossPlus_special,muscle_building_score,special_slot_muscle_building_morning,special_slot_muscle_building_evening,Keto_Score,Keto_Slot,Hypothyroid_Score,Hypothyroid_Slot,Anti_Inflammatory_Score,Anti_Inflammatory_Slot,Fatty_Liver_Score,Fatty_Liver_Slot,Anemia_Score,Acidity_Score,Sleep_Score,Uric_Acid_Score,Calcium,Vitamin_D,Vitamin_B12_Score,Alkaline_Score,Alkaline_Slot,Prediabetes_Score,Prediabetes_Slot,High_Protein_Score,High_Protein_Slot,T1_Pregnancy_score,T1_Pregnancy_slot,T2_Pregnancy_score,T2_Pregnancy_slot,T3_Pregnancy_score,T3_Pregnancy_slot,Postpartum_score,Postpartum_slot,0-6_Lactation_score,0-6_Lactation_slot,7-12_Lactation_score,7-12_Lactation_slot,waterRetentionScore,waterRetentionSlot,fiteloWeightLoss_Score,fiteloWeightLossSlot,lunchCheatDayRank,lunchCheatDaySlot,dinnerCheatDayRank,dinnerCheatDaySlot,cookingProficiency,cookingTime,detoxFiteloRank,detoxFiteloSlot,travel_rank,travel_slot
11,Vegetable Poha,सब्जी वाली पोहा (राइस फ्लेक्स/ चिव्डा),Ve,W,[2],239,41.3,4.6,7.05,4.8,"[""""]",3,-1,"[""U""]","[""D"", ""PD""]","[""""]",-,-1,-1,11,,KabitasKitchen,"Flattened rice(Poha)-100 gm (2 cup)
Peanuts (moongfali/shingdana)-50 gm (1/2 cup)
Chopped onion-2 (medium)
Green chilli (slit)-2 to 3
Lemon juice-2 tbsp
Curry leaves-15 to 17
Cumin seeds-1/2 tsp
Mustard seeds-1/2 tsp
Sugar-1/2 tsp (optional)
Turmeric powder-1/3 tsp
Cooking oil-3 to 4 tbsp
Chopped coriander leaves
Aloo bhujiya/ sev for garnish (optional)
Salt to taste","1. Wash the poha with running water and leave it for 10 minutes.
2. Roast the peanuts on low-medium flame for 2-3 minutes and keep it aside.
3. Heat a pan, add oil and let it heat properly.
4. Add cumin seeds, mustard seeds, green chilli and curry leaves and fry it for a few seconds.
5. Add sugar and mix it, add onions and fry it for 2-3 minutes on medium flame.
6. Add turmeric powder, mix it and cook it for a minute.
7. Add roasted peanuts, washed poha and salt, mix it properly.
8. Cover the pan and cook it for a minute on low flame.
9. Add lemon juice and coriander leaves, mix it and cover the pan, cook it for a minute on low flame.
10. Turn off the flame, garnish it with aloo bhujiya/sev and lemon slices.
11. Maharashtrian kanda poha is ready to serve.",https://www.youtube.com/embed/VKvwWeVy8Nw,,,1,Bowl- 200ml,"[""IND""]",1,-1,3,-1,3,-1,3,-1,46.3,3,-1,6,-1,-1,-1,-1,6,2,6,-1,9,2,6,9,9,9,9,9,9,3,-1,3,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,-1,-1,6,-1,-1,-1,-1,-1,3,3,-1,-1,3,2
12,Masala Uttapam,मसाला उत्तपम,Ve,W,[2],187,31.5,4.6,5,2.2,"[""""]",3,-1,"[""S"",""U""]","[""G"",""A""]","[""UA"",""T"",""VB""]",-,-1,-1,12,,by hebbars kitchen,"FOR DOSA BATTER:
 2 cup idli rice
 ½ cup urad dal
 ½ tsp methi / fenugreek
 1 cup poha / aval / flattened rice, thin
 water, for soaking & grinding
 2 tsp salt
 oil, for roasting
FOR MIX VEG TOPPING:
 1 onion, finely chopped
 1 carrot, grated
 ½ capsicum, finely chopped
 1 to mato, finely chopped
 1 inch ginger, finely chopped
 1 chilli, finely chopped
 few curry leaves, chopped
 2 tbsp coriander, finely chopped
 ¼ tsp salt","firstly, in a large bowl take 2 cup idli rice, ½ cup urad dal and ½ tsp methi.
soak for 5 hours adding water as required.
drain off the water and transfer to the mixi or grinder.
blend to smooth paste in batches adding water as required.
in a bowl take 1 cup poha and rinse well.
blend to smooth paste adding water if required.
mix the rice-urad dal batter and poha paste well.
cover and ferment in a warm place for 8 hours.
after 8 hours, the batter has doubled in size. mix gently without disturbing the air bubbles.
further add 2 tsp salt and mix well.
prepare the vegetable topping by taking 1 onion, 1 carrot, ½ capsicum and 1 tomato.
also add 1 inch ginger, 1 chilli, few curry leaves, 2 tbsp coriander and ¼ tsp salt.
mix well making sure everything is well combined.
heat the griddle and pour a ladleful of batter.
spread out in a circular motion slightly thick than regular masala dosa.
top with mix vegetable mixture uniformly and pat slightly.
also pour 1 tsp oil around the edges.
cover and roast the dosa to a golden brown from the bottom.
flip over and roast both sides.
finally, enjoy mixed vegetable uttapam with chutney",https://www.youtube.com/embed/TJJJyM4ssMk,,,1,"pc, small","[""IND""]",3,-1,3,-1,3,-1,3,-1,29.3,-1,-1,3,-1,-1,-1,-1,3,-1,6,-1,9,2,3,9,9,9,9,9,9,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,3,-1,3,-1,3,-1,6,6,-1,-1,3,2
13,Masala Dosa With Sambar,सांबर के साथ मसाला डोसा,Ve,W,"[2,4,7]",204,24.4,9.4,4.3,3.4,"[""""]",6,-1,"[""S"",""U""]","[""D"", ""PD"",""P"",""UA""]","[""AN"",""HP"",""VB""]",-,-1,-1,13,,NATURAL HEALTHY COOKING,"Healthy Version of Dosa with no oil and with brown rice

1. Dosa Batter: 

Brown Rice - 2 Cups
Black Lentils-1/2 Cup
Chana Dal - 1/4 Cup
Beaten Brown Rice-1/4 Cup
Yoghurt - 1 Cup

2. Masala Preparation:

Grated Carrot - 1 Cup
Boiled & Mashed Kabuli Chana - 1 cup
Roasted Peanuts-1/4 Cup
Chopped Onions-1 Cup 
Finely Chopped Green Chilies - 4 Nos.
Curry Leaves-1/4 Cup
Mint Leaves- 10-12 
Cilantro-1/2 Cup
Lemon - 1 big size

3.Chutney:

Chopped Raw Coconut - 1 Cup
Roasted Peanuts-1/4 Cup
Putana or roasted chickpea lentil- 1 Cup
Green Chilies-3 Nos.



Preparation: (In four steps)
","Step:1 Batter

1. Soak the brown rice, black grams, split chickpeas and beaten 
    rice in a bowl for over 10-12 hours

2. Grind the soaked grains into a fine batter 8-10 hours after    
    soaking.

3. Add a cup of Yogurt in the batter and let it ferment for 10-12    
    hours.

Step:2 Masala

1. Dry roast the Curry leaves, chopped onions and green chilies on 
    a    nonstick pan.

2. Add boiled & mashed Kabuli chana and roasted peanuts & saute.

3. Add Yogurt with little water and let it cook for 10 minutes.

4. Add chopped Cilantro just before removing it from the flame.

5. Once cooked take it in a bowl and lemon juice in it.

Step:3 Chutney

1. Grind the chopped Raw Cocnunt & 3 green chilies
2. Add roasted peanuts and putana (roasted split chickpeas) adding     

   yogurt with some water and grind 

Step:4 Dosa

1. Heat Non-stick Dosa Pan, sprinkle little water and pour batter on   

   pan and rotate the ladle in a circular motion in clockwise          

direction to make Dosa.
2. Sprinkle grated carrot on top of it.

3. Add Masala and let it cook till brown

Now serve this Arogya Masala Dosa with Coconut Chutney.",https://www.youtube.com/embed/Ohi_xM-pZUI,,,1,pc,"[""IND""]",3,-1,6,-1,6,-1,3,-1,32.5,-1,-1,9,-1,-1,-1,-1,6,-1,9,-1,9,-1,6,9,9,9,9,9,9,3,-1,-1,-1,9,-1,9,-1,9,-1,9,2,9,2,9,-1,9,-1,-1,-1,6,-1,9,-1,9,-1,9,9,-1,-1,6,2
14,Sambhar Wada/ Vada,सांभर वाडा/ वाडा,Ve,W,[2],208,19.08,11.3,7.1,4.5,"[""""]",1,-1,"[""S"",""U""]","[""FL"",""UA"",""A""]","[""""]",--,-1,-1,14,,by hebbar's kitchen,"FOR SAMBAR:
 ½ cup toor dal½ cup toor dal
 1 to mato1 to mato
  ¼ tsp turmeric / haldi¼ tsp turmeric / haldi
  1½ cup water1½ cup water
  3 tsp oil3 tsp oil
  1 tsp mustard / rai1 tsp mustard / rai
  pinch of hing / asaofetidapinch of hing / asaofetida
  1 dried red chilli1 dried red chilli
  few curry leavesfew curry leaves
  2 green chilli, slit2 green chilli, slit
  ½ onion, petals½ onion, petals
  ½ cup tamarind extract½ cup tamarind extract
  ½ tsp jaggery / gud½ tsp jaggery / gud
  1 tsp salt1 tsp salt
  1½ cup water1½ cup water
  1 tbsp sambar powder1 tbsp sambar powder
For Vada
 1 cup urad dal
  2 green chilli, finely chopped2 green chilli, finely chopped
  1 inch ginger, finely chopped1 inch ginger, finely chopped
  few curry leaves, finely choppedfew curry leaves, finely chopped
  2 tbsp coriander, finely chopped2 tbsp coriander, finely chopped
  1 tbsp dry coconut / kopra, chopped1 tbsp dry coconut / kopra, chopped
  pinch of hing / asafoetidapinch of hing / asafoetida
  2 tbsp rice flour2 tbsp rice flour
  ½ tsp salt½ tsp salt
  oil for deep fryingoil for deep frying","Recipe for sambar
1.  1 tbsp ghee / clarified butter1 tbsp ghee / clarified butter
2.firstly, pressure cook ½ cup toor dal, 1 tomato, ¼ tsp turmeric and 1½ cup water for 5 whistle.
3.in a kadai heat 3 tsp oil and saute 1 tsp mustard, pinch of hing, 1 dried red chilli and few curry leaves.
4.also saute 2 green chilli and ½ onion for a minute.
5. now add ½ cup tamarind extract, ½ tsp jaggery and 1 tsp salt. mix well.
6.boil for 10 minutes or till tamarind extract gets cooked well.
7.add in whisked dal and tomato. mix well.
8.also add 1½ cup water and adjust consistency. boil well.
9.furthermore add 1 tbsp of sambar powder and stir well.
10.add in 1 tbsp ghee and boil for 2 minutes.
11.finally sambar is ready to serve with vada or idli.

Recipe for vada

1. Firstly, in soak 1 cup urad dal in enough water for 3 hours. do not over soak, as the vadas will absorb oil.
2. Drain off the water and grind to fine fluffy paste adding water as required. I have added 4 tbsp of water to make smooth thick paste.
3. Transfer the urad dal paste into large mixing bowl. beat and mix the batter in circular motion till they turn light. this helps to incorporate air into batter and make medu vada soft and fluffy.
4. Further add 1 inch ginger, few curry leaves, 2 tbsp coriander, 1 tbsp dry coconut, pinch of hing, 2 tbsp rice flour and ½ tsp salt.
5. Mix the batter well with the help of spoon.
6. Heat the oil in large kadai. Wet your hands with enough water and take a small ball sized dough and make it round.
7. Now slowly shape the edges and make a hole at the centre like you prepared in bread vada.
8. Drop the vada in oil and deep fry it on medium flame.
9. Fry on both sides till they turn golden brown and crisp.
10. Drop the fried vada into warm water and add ¼ tsp salt.
11.Soak for 10 minutes or till vada absorbs water.
12. Squeeze of the water and place the vada in to the plate",https://www.youtube.com/embed/DdDI0nRCXsM,,,1,portion (2 pc vada),"[""IND""]",3,-1,3,-1,3,-1,3,-1,22.1,-1,-1,3,-1,-1,-1,-1,1,-1,6,-1,6,-1,1,9,9,9,9,9,9,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,1,-1,3,-1,3,-1,6,9,-1,-1,1,-1
15,Masala Khichdi,मसाला खिचड़ी,Ve,W,"[4,7]",173,23.66,5.8,6.16,2,"[""""]",6,7,"[""U""]","[""""]","[""P"",""A"",""S""]",-,6,7,15,,By sanjeev kapoor khazana,"1½ cups boiled split green gram (dhuli moong dal) 
1½ cups boiled basmati rice 
1 tbsp ghee + for drizzling 
1 tsp cumin seed 
½ tsp asafoetida (hing)
 1-2 fresh chillies chopped
 1½ tbsps chopped garlic
 1 large fresh onion, chopped 
1 medium red fresh tomato, chopped 
Salt to taste 
½ tsp  Turmeric Powder
 1 tsp red chilli powder
 2 tbsps finely chopped fresh coriander leaves
Papads to serve
 Pickle to serve","1. Heat some ghee in a non-stick pan. Add cumin seeds and let them changes colour to brown. Add hing and stir. 
 2. Add green chillies and fry a few seconds. Add garlic and mix and fry for 1 minute.
 3. Add onion and mix and cook till it turns. Add fresh tomato and stir and cook for 2-3 minutes. Add the salt, Turmeric Powder and red chilli powder and saute them and cook   for 2-3 minutes.
 4. Add boiled split skinless green gram and mix, add 1 cup of water and mix well. Cook them for 1-2 minutes.
 5. Add rice and mix, cook for 2-3 minutes on low heat. Add coriander leaves and mix, take the pan out from the heat and transfer the khichdi into serving bowls.
 6. Drizzle ghee and garnish with coriander. Serve hot with papads and pickle.",https://www.youtube.com/embed/Hmogo3lhZP4,,,1.5,Katori,"[""IND""]",3,-1,6,7,6,7,9,7,21.66,3,-1,3,4,4,-1,-1,6,7,6,7,9,7,6,9,9,9,9,9,9,3,-1,9,7,3,4,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,6,4,3,7,3,-1,3,6,-1,-1,6,7
16,Oatmeal With Milk Bowl,दूध के कटोरे के साथ दलिया,V,M,[2],220,25.3,9.2,9.3,3.1,"[""""]",6,-1,"[""U""]","[""A"",""G"",""ML"",""UA""]","[""B"",""C"",""T"",""S"",""CR""]",-,-1,-1,16,,Bhawna Grover's Vlogs,"One bowl oats
1.5 bowl water
1.5 bowl  milk
2 teaspoons desi khand",As per video,https://www.youtube.com/embed/lFGsxk-nnQY,,,1,Bowl- 200ml,"[""IND""]",3,-1,9,-1,9,-1,6,-1,22.2,-1,-1,9,2,2,-1,-1,-1,-1,6,2,6,2,6,3,9,9,12,9,12,3,-1,6,-1,9,2,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,6,2,6,-1,-1,-1,-1,-1,1,1,9,2,6,-1
17,Gobhi Prantha/ Cauliflower Parantha,गोबी प्रांथा/ फूलगोभी परांठा,Ve,W,[2],149,20,5.9,4,4,"[""""]",3,-1,"[""P"",""U""]","[""T"",""G"",""C"",""B"",""D"", ""PD"",""A""]","[""UA""]",Fry with Desi Ghee,-1,-1,17,,by  Poonam's Kitchen,"Grated cauliflower

Whole wheat flour dough ( 1 1/2 cups of flour will make 6 parathas)

Dry whole wheat flour for tossing and rolling

Ghee/oil

Ginger paste

Salt

Carom Seeds (Ajwain)

Red Chilli pwder

Garam Masala
","Toss a ball of dough in dry flour, and roll in to a disc of 4-5 inches in diameter.
Apply some oil in the center.
Transfer 2-3 tbsp spiced grated cauliflower to the center.
Pick up the dough from the edges and seal at the top.
Toss this stuffed ball in dry flour and roll to a diameter 6-7 inches.
Transfer to hot tawa. Cook and fry on both sides.

Tips for less calories :

You could avoid applying oil inside the paratha.

You could make paratha without frying with oil, and serve with a dash of oil/ghee smeared on the paratha after removing from the tawa.",https://www.youtube.com/embed/sSqN1H3JH8w,,,1,pc,"[""IND""]",1,-1,1,-1,1,-1,3,-1,16,-1,-1,1,-1,-1,-1,-1,-1,-1,6,-1,6,-1,6,3,9,9,9,9,9,1,-1,3,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,3,-1,3,-1,1,-1,1,-1,3,3,-1,-1,3,-1
18,Chana Dal Prantha/ Bengal Gram Parantha,चना दाल प्रांथा/ बंगाल ग्राम परांथा,Ve,W,"[2,4]",186,25.1,7.1,5.7,4.2,"[""""]",3,-1,"[""P"",""U""]","[""A"",""G"",""UA"",""B"",""C"",""D"", ""PD""]","[""UA"",""HP""]",Fry with Desi Ghee,-1,-1,18,,by kunal kapoor,"1½ cups Chana Daal dough made using 2 cups whole wheat flour
 Salt to taste
 ½ tsp haldi powder 
1 green chilli
 ½ tbsp finely chopped ginger
 1 tsp cumin seeds
½ tsp red chilli powder
 1 tsp garam masala powder
 1 tbsp freshly chopped fresh coriander leaves
 Yogurt to serve","1. In a large bowl, add Chana Dal and some water, wash the dal and shift into another bowl. 
2. Soak the dal with some water for 3-4 hours. 
3. Heat a non-stick pan, add the soaked dal and 2 cups water. Add salt and turmeric powder and mix well. Cover and cook for 15-20 minutes.
 4. Shift the mixture into a blender, add green chilli, finely chopped ginger, cumin seeds and coarsely mince the mixture. 
5. Add turmeric powder, red chilli powder, garam masala powder, chopped coriander and stir well. 
6. Take a portion of the dough and shape it into a ball. Dust with flour and spread it to make cavity in the middle and stuff it with a portion of the prepared mixture. 
7. Roll the stuffed dough into a small disc. 
8. Heat a non-stick tawa, place the prepared disc on it and cook for 1-2 minutes. Flip and cook the other side for 1-2 minutes. 
9.  sprinkle  ghee and cook for 1-2 minutes on each side till golden and brown specks appear on both sides. Take it off the heat and transfer to a serving plate. Serve hot with yogurt.",https://www.youtube.com/embed/jOa_XtTFF8U,,,1,pc,"[""IND""]",1,-1,1,-1,3,-1,3,-1,20.4,-1,-1,3,-1,2,-1,-1,3,-1,6,-1,6,-1,6,3,9,9,9,9,9,1,-1,3,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,3,-1,3,-1,1,-1,1,-1,3,6,-1,-1,-1,-1
19,Mix Veg Prantha/ Parantha,मिक्स वेग प्रांथा/ पारांठा,Ve,W,[2],156,23.1,5.3,4.2,4.5,"[""""]",3,-1,"[""U"",""P""]","[""G"",""B"",""C"",""D"", ""PD"",""A""]","[""AI""]",Fry with Desi Ghee,-1,-1,19,,by VahRehVah,"1. Take a mixing bowl add boiled and grated potatoes, carrot and radish, cauliflower, chopped beans, green Chili, coriander and mint, add cumin seeds powder, chat masala, salt mix it well and make them into roundels.
2. Take another bowl add whole wheat flour, salt add some water make soft dough let it rest for few minutes.
3. Divide the dough into roundels, to make paratha take a ball of the dough and roll them into a small disc by dusting enough flour.
4. Place the stuffing in the center and seal the edges together and roll it like regular chapatti.
5. Heat a grilled fry the paratha on both sides till turn golden brown.
6. Serve this with raitha.","Ingredient Measure Units
For dough :  
Whole wheat flour 1 big cup
Salt  Pinch
Water as required  
For stuffing :  
Potato (grated) 1 cup
Carrot (grated) 1 cup
Radish 1/4 cup
Cauliflower 1/2 cup
Beans 1/2 cup
Green Chili 4 Number
Coriander 1/2 bunch
Mint 1/4 bunch
Cumin seeds powder 1/2 tsp.
Chat masala 1/2 tsp.",https://www.youtube.com/embed/ckXKNodRxwk,,,1,pc,"[""IND""]",1,-1,1,-1,1,-1,6,-1,18.6,-1,-1,-1,-1,-1,-1,-1,3,-1,6,-1,6,-1,6,3,6,9,9,9,9,1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,2,-1,-1,-1,-1,3,3,-1,-1,3,-1
20,Methi Prantha/ Fenugreek Leaves Parantha (Not fried),मेथी प्रांथा/ मेथी पिल्स परथा (तली हुई नहीं),Ve,W,"[2,4]",156,22.3,5.5,4.3,3.6,"[""Jan"",""Feb"",""Nov"",""Dec""]",3,-1,"[""P"",""U""]","[""G"",""B"",""C"",""A""]","[""UA"",""AI""]",Fry with Desi Ghee,-1,-1,20,,By dr. Snehal adsule,"1½ cups fine whole wheat flour (atta) + as required 
½ medium bunch fresh fenugreek leaves (methi),
 finely chopped 1 tablespoon ginger-green chilli paste
 ¼ teaspoon turmeric powder
 A pinch fresh red chilli powder 
Salt to taste 
2 tablespoons white fresh yogurt + for serving 1 tablespoon oil Ghee as required
½ cup besan
Jeera powder","1. Take 1½ cups of wheat flour in a bowl and ½ cup besan. Add methi leaves, ginger- garlic chili paste, turmeric powder, chilli powder, jeera powder, salt and stir well. Add proper water and knead them into a semi-soft dough. 
2. Heat a non-stick tawa on low flame and add some oil .
 3. Divide the kneaded dough into equal portions. Cover each portion with wheat flour and roll out some into thick discs type.
 4. sprinkle some oil on the disc, add  some wheat flour, fold into triangle and again roll out into semi-thick sheet.
 5. Place each sheet on hot pan and fry them from both sides till the colour changes to  golden brown, basting with some ghee.
 6. Serve hot with yogurt",https://www.youtube.com/embed/Fg752kTDmPo,,,1,pc,"[""IND""]",1,-1,1,-1,1,-1,6,-1,18.7,-1,-1,-1,-1,-1,-1,-1,3,-1,6,-1,6,-1,6,9,6,9,9,9,9,1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1
21,Plain Prantha With Egg Bhurji White/ Scramble Eggs,अंडे के सफेद भुर्जी के साथ सादा परांठा,E,W,[2],222,26.9,9,10.6,4.6,"[""""]",3,-1,"[""U""]","[""E"",""UA"",""B"",""C"",""D"", ""PD"",""G"",""A""]","[""T"",""FL""]",Fry with Desi Ghee,-1,-1,21,,By sanjeev kapoor khazana,"6 eggs (anda) 
1 tablespoon butter
 ½ tablespoon oil
 1 teaspoon cumin seeds
 1 medium sozed fresh onion
 finely chopped 1-2 fresh  green chillies
 chopped 1 medium fresh tomato finely chopped
 Salt to taste 
¼ teaspoon turmeric powder
 1 teaspoon red chilli powder
 1 teaspoon fresh coriander powder
 ¼ teaspoon cumin seeds 
1 tablespoon chopped fresh coriander leaves","1. Heat butter and oil in a non-stick pan. Add cumin seeds and stir till fragrant and colour changes. Mix onion and green chillies and stir  till onion turns brown.
 2. Break eggs in a bowl and mix it very well.
 3. Add tomatoes and salt to the pan, mix  well and fry on medium heat till tomatoes turn soft.
 4. Add turmeric powder, chilli powder, coriander powder and cumin powder and mix well. Mix the chopped fresh coriander and mix well. Add eggs, mix and fry on low flame for 2-3 minutes.
 5. Serve hot garnished with a coriander.",https://www.youtube.com/embed/ef0OkQdWlww,,,1,pc,"[""IND""]",1,-1,1,-1,1,-1,1,-1,22.3,-1,-1,6,2,2,-1,-1,3,-1,6,-1,6,-1,6,3,6,9,9,9,9,-1,-1,1,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,-1,-1,3,-1,6,-1,6,-1,3,3,-1,-1,3,2
22,"Muesli ,Milk And Nuts","मूसली, दूध और नट",Ve,WM,[2],268,31.92,13.04,9.84,2.96,"[""""]",1,-1,"[""U""]","[""D"", ""PD"",""P"",""A"",""ML"",""N"",""G""]","[""AI"",""UA""]",-,-1,-1,22,,,,,-,,,1,Bowl- 200ml,"[""IND""]",6,-1,3,-1,3,-1,6,-1,36.2,-1,-1,3,-1,-1,-1,-1,1,-1,3,-1,6,-1,3,3,6,9,12,9,12,1,-1,-1,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-1,-1,-1,1,-1,3,-1,3,-1,1,1,-1,-1,1,2
23,Egg white (2) Omelette,2 सफेद अंडे के आमलेट,E,W,"[2,4,6,7]",76,0.6,4.7,7.1,0.1,"[""""]",9,-1,"[""U""]","[""E"",""UA""]","[""D"",""P"",""B"",""C""]",egg,6,7,23,,By sanjeev kapoor khazana,"2 Tomato
 1 tsp (Chopped) Capsicum
 1 tbsp (Chopped) Green Onion
 1 tbsp Green Chili  (Chopped) 
    Black Salt 1 Pinch
 1 pinch  Black Pepper Powder 
Olive Oil Some Drops","1.Take a bowl and than  add egg white and the spices ,add Black Pepper Powder, Black Salt, Green Chili, Green Onion, Capsicum, Tomato and mix it well and take a pan and add sprinkle some Drops of Olive Oil and spread it and fry on pan. 

2.Your free fat Vegetable Omelette is ready now . Serve it with Slices of Brown Bread and with tea/milk.",https://www.youtube.com/embed/pyeNsAIUKPg,,,1,pc,"[""IND""]",9,-1,9,3,6,3,9,3,0.5,9,7,9,-1,-1,9,2,9,3,6,3,9,3,9,9,9,9,12,9,9,-1,-1,9,3,9,-1,9,7,9,7,9,7,9,7,9,7,9,7,9,-1,9,-1,6,7,6,-1,1,3,-1,-1,9,2
24,Vegetable Upma,सब्जी उपमा,Ve,W,[2],167,28.9,3.8,4.6,3.3,"[""""]",3,-1,"[""U"",""S""]","[""G""]","[""""]",coarse semolina 25 gms + Veg + 1 tsp oil,-1,-1,24,,By sanjeev kapoor khazana,"Ingredients:
Onion 
2-3 Green Chillies 
Carrot 
Green Peas 
Tomato 
Capsicum 
1 tbsp Ghee 
Curry Leaves 
1/2 tsp Mustard Seeds 
Salt to taste 
Rava/Semolina 
2 Cups Water 
Coriander leaves to garnish","Recipe
1. Dry-roast semolina in a non-stick pan on medium heat till golden brown, sauté frequently. Transfer on a plate and cool.
 2. Finely chop onion.
 3. Heat oil in another non-stick pan. Mix  mustard seeds and cumin seeds and let the mustard seeds splutter. 
 4. Add split black gram, hing and curry leaves and let the curry leaves crackle. Add chopped onion and mix. Add green chilli and sauté till onion turns light golden brown 
 5. Chop tomato. 
 6. Boil 2½ cups water in a deep non-stick pan. 
 7. Add chopped fresh  tomato to sauté  the onion mixture and mix. Mix carrot and green peas and mix. Add ¼ cup water and salt, mix, cover and cook for 2 minutes or cook till      the water reduces.
 8. Add roasted semolina and mix. Mix salt and sugar and mix. Add boiling water, mix, reduce flame, cover and cook for 7-8 minutes. 
 9. Put the upma in a bowl, lightly press and level it out. Place the bowl inverted on a serving plate and demould. Spinkle with fried curry leave , coconut and lemon slice.
10. Serve hot with coconut chutney.",https://www.youtube.com/embed/qv7pdrBlVFU,,,1,Bowl- 200ml,"[""IND""]",3,2,6,-1,6,-1,3,-1,25.6,-1,-1,-1,-1,-1,-1,-1,3,-1,9,-1,9,2,3,9,9,9,9,9,9,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,-1,-1,1,3,-1,-1,3,2
25,2 Boiled Egg whites,2 उबला हुआ अंडे की सफेदी,E,W,"[2,4,6,7]",32,0.4,0.4,7,0,"[""""]",9,6,"[""U""]","[""E""]","[""B"",""A"",""T"",""P"",""D"",""S"",""HP""]",-,-1,-1,25,,By Effective Life Hacks,,,https://www.youtube.com/embed/RksGkbby5TA,,,1,portion,"[""IND""]",9,6,9,-1,6,6,9,6,0.4,9,6,9,-1,-1,9,2,9,6,9,6,9,6,6,9,9,9,12,9,9,-1,-1,9,6,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,6,-1,9,-1,6,7,6,-1,3,3,9,-1,9,2
